"Timestamp","Please provide your Worker's ID.","All the agents know which goal they are trying to reach.","Multiple agents may all be trying to reach the same goal.","The goals have different colors in the grid-world environment.","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","","","","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","","","","Confirm your Worker's ID."
"2021/08/23 9:05:04 PM AST","A2ICBWD4AHX3NJ","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","Tomato","Lettuce","None","Plate","Lettuce","Lettuce","Plate","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Plate","None","Plate","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Lettuce","None","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","A","A","B","A2ICBWD4AHX3NJ"
"2021/08/23 9:05:17 PM AST","A2TNUULT4D5BZ7","True","True","True","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","B","B","A","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Plate","Plate","Tomato","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","Tomato","None","None","Tomato","None","B","A","A","A2TNUULT4D5BZ7"
"2021/08/23 9:05:22 PM AST","A20CLVQO3SU0PG","True","True","False","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","None","Lettuce","Plate","None","Lettuce","Plate","Tomato","Lettuce","Tomato","None","Lettuce","Plate","Tomato","None","Plate","Lettuce","None","Plate","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","B","A","A","A20CLVQO3SU0PG"
"2021/08/23 9:07:30 PM AST","A1AF7V1L6AMPZD","True","False","True","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","A","B","A","None","None","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","Lettuce","Plate","Plate","None","None","Plate","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","Lettuce","None","B","A","B","A1AF7V1L6AMPZD"
"2021/08/23 9:07:58 PM AST","A2HM54T75078LW","False","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","Tomato","None","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","None","None","Plate","Lettuce","Tomato","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Tomato","None","None","Plate","Tomato","None","Tomato","Lettuce","Tomato","B","A","B","A2HM54T75078LW"
"2021/08/23 9:13:28 PM AST","A2GE6K55X24FWH","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","B","A","B","Tomato","Lettuce","Lettuce","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Plate","Plate","Lettuce","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","None","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","A2GE6K55X24FWH"
"2021/08/23 9:15:31 PM AST","A1Z40CEPT4NKA7 ","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","A","B","A","Plate","None","Lettuce","Plate","Tomato","Lettuce","Tomato","None","Lettuce","None","None","None","Tomato","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","None","Tomato","Tomato","Tomato","Plate","Lettuce","Tomato","A","B","B","A1Z40CEPT4NKA7 "
"2021/08/23 9:21:23 PM AST","ANT72X0FK1O9N","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Plate","None","Lettuce","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","Plate","None","None","Plate","Lettuce","None","Plate","None","None","Plate","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","Lettuce","Plate","A","A","A","ANT72X0FK1O9N"
"2021/08/23 9:23:16 PM AST","A1N6OIUFK5OE7Q","False","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","None","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","None","None","None","Plate","Tomato","None","Plate","Lettuce","Plate","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","Lettuce","Plate","B","A","A","A1N6OIUFK5OE7Q"
"2021/08/23 9:23:36 PM AST","A11YRM7MFG5ZMO","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","A","B","A","Plate","Tomato","Lettuce","Lettuce","Tomato","Plate","Plate","Tomato","Lettuce","Plate","Plate","Plate","Plate","Plate","Plate","Plate","None","Lettuce","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Plate","None","Plate","Plate","Plate","Tomato","Lettuce","Tomato","A","A","B","A11YRM7MFG5ZMO"
"2021/08/23 9:24:57 PM AST","A2M5E9UW2OAXDI","True","True","True","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","A","None","Lettuce","Lettuce","Plate","None","Lettuce","Tomato","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","None","None","None","Plate","None","Plate","Plate","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","Lettuce","None","None","None","Tomato","None","Tomato","A","B","A","A2M5E9UW2OAXDI"
"2021/08/23 9:27:57 PM AST","A1G27LTFUQQOT6","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","A","Tomato","Tomato","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Tomato","Lettuce","None","None","None","Tomato","Tomato","None","Tomato","Lettuce","Tomato","Tomato","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","Lettuce","Tomato","A","A","A","A1G27LTFUQQOT6"
"2021/08/23 9:28:54 PM AST","A1Z40CEPT4NKA7 ","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","B","Tomato","Tomato","None","Tomato","Plate","Lettuce","Plate","Plate","Tomato","None","None","None","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","None","Tomato","Lettuce","None","None","None","None","Tomato","None","None","Plate","Plate","Tomato","A","B","B","A1Z40CEPT4NKA7 "
"2021/08/23 9:31:02 PM AST","AAMP8P4OD6IE0","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Plate","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","Tomato","None","None","None","Plate","None","Lettuce","A","A","B","AAMP8P4OD6IE0"
"2021/08/23 9:32:54 PM AST","A3G35WUFWG8EBC","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","None","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","A3G35WUFWG8EBC"
"2021/08/23 9:41:50 PM AST","A19TLITOUEHS9D","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","None","None","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","Lettuce","Plate","Plate","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","None","Plate","Tomato","Lettuce","Plate","Tomato","Tomato","A","A","B","A19TLITOUEHS9D"
"2021/08/23 9:56:33 PM AST","A25XRHYY7NSPCV","True","True","True","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Square goal","Square goal","Square goal","Square goal","Triangle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Tomato","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Plate","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Plate","Tomato","Plate","Tomato","Lettuce","Lettuce","Plate","Lettuce","None","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Plate","Tomato","Plate","Tomato","B","A","A","A25XRHYY7NSPCV"
"2021/08/23 9:58:50 PM AST","AX25HGXEV3CD3","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","A","None","None","Lettuce","Tomato","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","Lettuce","Plate","Plate","None","None","Plate","None","None","Tomato","Lettuce","None","None","None","None","None","None","None","Plate","Lettuce","Plate","A","A","B","AX25HGXEV3CD3"
"2021/08/23 10:00:55 PM AST","AONO3UYAMOOV4","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Plate","Lettuce","Tomato","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","B","A","A","AONO3UYAMOOV4"
"2021/08/23 10:20:04 PM AST","A1B2N2SYWVQNXM","True","True","True","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Square goal","Triangle goal","Triangle goal","Square goal","Square goal","Circle goal","Triangle goal","Circle goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","A","B","A","Tomato","Plate","Tomato","Plate","None","Tomato","Tomato","None","Lettuce","None","None","None","None","None","None","Plate","Plate","Lettuce","None","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","Lettuce","Tomato","A","B","B","A1B2N2SYWVQNXM"
"2021/08/23 10:49:42 PM AST","A1JHWA190CHOCD","True","True","True","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","A","A","A","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Tomato","Lettuce","Lettuce","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","Lettuce","Tomato","Plate","B","A","A","A1JHWA190CHOCD"
"2021/08/23 10:56:39 PM AST","A3A3Y9F3JE2P73","True","True","True","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","B","A","B","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","B","A","A","A3A3Y9F3JE2P73"
"2021/08/23 11:00:46 PM AST","AGAI773JM0AHF","True","False","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","A","B","A","None","None","None","Tomato","None","None","Plate","Lettuce","Lettuce","None","None","None","None","None","Plate","Plate","Tomato","None","Plate","Lettuce","None","Plate","None","None","Plate","Lettuce","None","None","None","Plate","None","None","None","Tomato","None","Tomato","B","A","B","AGAI773JM0AHF"
"2021/08/23 11:00:51 PM AST","A20J5VSS0NWXHU","True","False","True","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","A","B","A","None","None","None","Plate","Lettuce","None","Tomato","Plate","None","None","Plate","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Lettuce","None","None","Lettuce","Tomato","None","None","None","None","Tomato","Plate","Lettuce","Lettuce","Tomato","Plate","Plate","Tomato","Lettuce","A","B","A","A20J5VSS0NWXHU"
"2021/08/23 11:00:56 PM AST","A1TMHRKO75PZX7","True","False","True","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Triangle goal","Circle goal","A","B","A","None","None","None","Plate","Lettuce","Lettuce","None","None","None","Plate","Tomato","Lettuce","Plate","Lettuce","None","Plate","Tomato","Lettuce","Plate","Tomato","None","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","None","Plate","Tomato","None","Plate","Tomato","Lettuce","A","B","A","A1TMHRKO75PZX7"
"2021/08/23 11:01:37 PM AST","AHTBZN07UEAKO","True","True","True","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","B","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Plate","Plate","Plate","Plate","Plate","Plate","Tomato","Plate","Tomato","Tomato","Plate","None","Tomato","Lettuce","None","Tomato","Plate","None","Plate","Plate","Plate","Plate","Plate","Plate","Tomato","Plate","Tomato","A","B","B","AHTBZN07UEAKO"
"2021/08/23 11:01:41 PM AST","A2VK22PTOAZ23L","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Plate","Tomato","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Plate","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Plate","Tomato","Tomato","Plate","Tomato","Tomato","Plate","Lettuce","Tomato","B","A","B","A2VK22PTOAZ23L"
"2021/08/23 11:02:37 PM AST","A2Z8GS0I8YCBNZ","True","True","True","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Square goal","Circle goal","Circle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Square goal","Square goal","Triangle goal","Circle goal","Circle goal","Square goal","Square goal","Square goal","B","B","B","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","Tomato","None","Tomato","None","Tomato","Lettuce","None","Lettuce","None","Lettuce","Tomato","None","A","B","A","A2Z8GS0I8YCBNZ"
"2021/08/23 11:04:35 PM AST","A2JU1650TH252C","True","False","True","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Triangle goal","Circle goal","A","B","A","None","None","None","Plate","Tomato","Lettuce","Plate","Lettuce","None","Plate","Tomato","Lettuce","Plate","Tomato","None","Plate","None","None","Plate","Tomato","None","Plate","Tomato","None","Plate","Tomato","Lettuce","Plate","Tomato","None","Plate","Tomato","Plate","Plate","Tomato","None","A","B","A","A2JU1650TH252C"
